frame,player_id,bbox,confidence,position,match_similarity,track_length,view,original_tacticam_id
36,14,"[1486.4842529296875, 691.3074340820312, 1562.4027099609375, 816.1773071289062]",0.91996169090271,"[0.79375, 0.6976851851851852]",0.8967145153890628,12,broadcast,
36,11,"[1315.4498291015625, 479.71343994140625, 1382.13525390625, 566.9924926757812]",0.9115729928016663,"[0.70234375, 0.4837962962962963]",0.8557998362042261,31,broadcast,
36,12,"[929.12255859375, 540.01416015625, 987.369873046875, 630.7381591796875]",0.9112731218338013,"[0.49895833333333334, 0.5416666666666666]",0.8979527991187962,29,broadcast,
36,7,"[881.64697265625, 588.6493530273438, 935.4636840820312, 698.8023071289062]",0.9060817360877991,"[0.47291666666666665, 0.5953703703703703]",0.9720349759835323,32,broadcast,
36,5,"[686.8060913085938, 684.2756958007812, 735.632080078125, 806.0716552734375]",0.9056334495544434,"[0.37005208333333334, 0.6898148148148148]",0.84053824809426,32,broadcast,
36,13,"[1513.0712890625, 492.0559387207031, 1574.139892578125, 580.7971801757812]",0.8939158916473389,"[0.80390625, 0.4962962962962963]",0.7856424185800401,11,broadcast,
36,6,"[1578.3533935546875, 452.13775634765625, 1649.329833984375, 526.7612915039062]",0.8866936564445496,"[0.8403645833333333, 0.4527777777777778]",0.8172094667120035,32,broadcast,
36,10,"[1597.3243408203125, 595.8886108398438, 1631.7943115234375, 663.4030151367188]",0.7939087152481079,"[0.840625, 0.5824074074074074]",0.9418534569578493,31,broadcast,
36,3,"[1542.9173583984375, 450.8498840332031, 1575.3636474609375, 514.5853881835938]",0.7526542544364929,"[0.81171875, 0.4462962962962963]",0.8758607542246811,26,broadcast,
36,0,"[1598.330322265625, 561.8858642578125, 1631.8778076171875, 638.8213500976562]",0.7349519729614258,"[0.8408854166666667, 0.5550925925925926]",0.719252193462676,27,broadcast,
37,14,"[1474.4154052734375, 691.4234619140625, 1567.510009765625, 809.8837280273438]",0.9363104104995728,"[0.7919270833333333, 0.6944444444444444]",0.964988898991516,13,broadcast,
37,7,"[878.1629028320312, 589.194580078125, 942.5389404296875, 694.937255859375]",0.9176151156425476,"[0.4739583333333333, 0.5939814814814814]",0.9845890897652005,33,broadcast,
37,11,"[1319.6109619140625, 480.0547790527344, 1388.6922607421875, 566.3794555664062]",0.9167715311050415,"[0.7049479166666667, 0.4842592592592593]",0.8849269472514942,32,broadcast,
37,1,"[1004.0310668945312, 528.63134765625, 1065.93701171875, 618.3842163085938]",0.912037193775177,"[0.5388020833333333, 0.5305555555555556]",0.9497476883578426,34,broadcast,
37,13,"[1512.58642578125, 491.6282043457031, 1570.6751708984375, 582.0007934570312]",0.9040622115135193,"[0.8026041666666667, 0.49675925925925923]",0.8874644727349231,12,broadcast,
37,12,"[937.6036376953125, 543.0880737304688, 993.8170166015625, 630.6782836914062]",0.9001642465591431,"[0.5026041666666666, 0.5430555555555555]",0.8961451623844268,30,broadcast,
37,0,"[1593.5570068359375, 561.2318115234375, 1636.3443603515625, 664.6680297851562]",0.8967611789703369,"[0.8408854166666667, 0.5671296296296297]",0.9648943363019243,28,broadcast,
37,5,"[688.5132446289062, 682.560546875, 737.5146484375, 791.5556030273438]",0.8848261833190918,"[0.37109375, 0.6819444444444445]",0.8409512206413489,33,broadcast,
37,2,"[367.9479675292969, 512.5317993164062, 405.39971923828125, 615.0108642578125]",0.7226046919822693,"[0.20104166666666667, 0.5217592592592593]",0.8501706588185064,37,broadcast,
37,6,"[1538.07421875, 449.71173095703125, 1574.09765625, 526.8634643554688]",0.6554709076881409,"[0.8104166666666667, 0.4513888888888889]",0.8469523412700053,33,broadcast,
37,10,"[1521.52880859375, 450.42572021484375, 1574.8656005859375, 525.7657470703125]",0.5303160548210144,"[0.8059895833333334, 0.4513888888888889]",0.7409247122075096,32,broadcast,
37,3,"[1575.99169921875, 453.1150817871094, 1641.046142578125, 529.427001953125]",0.5010203719139099,"[0.8375, 0.4546296296296296]",0.8458979031420867,27,broadcast,
38,14,"[1464.943359375, 691.01220703125, 1567.6468505859375, 808.1050415039062]",0.9331326484680176,"[0.7893229166666667, 0.6939814814814815]",0.9357476770544676,14,broadcast,
38,7,"[877.966552734375, 589.2800903320312, 946.3472900390625, 694.256103515625]",0.9295257329940796,"[0.4747395833333333, 0.5939814814814814]",0.9454843460009223,34,broadcast,
38,11,"[1321.72412109375, 480.6697082519531, 1394.9073486328125, 564.4053955078125]",0.9152050018310547,"[0.70703125, 0.48333333333333334]",0.9684007891008225,33,broadcast,
38,1,"[1006.659912109375, 528.5306396484375, 1068.0860595703125, 621.659912109375]",0.9126107096672058,"[0.5401041666666667, 0.5319444444444444]",0.8981918066528412,35,broadcast,
38,0,"[1588.7047119140625, 559.7421264648438, 1645.2645263671875, 667.0186767578125]",0.9097180962562561,"[0.8419270833333333, 0.5675925925925925]",0.9227130515792397,29,broadcast,
38,12,"[946.0922241210938, 544.7274169921875, 998.109375, 632.1708374023438]",0.9042441844940186,"[0.50625, 0.5444444444444444]",0.983778808688015,31,broadcast,
38,5,"[691.8898315429688, 679.8961181640625, 740.07275390625, 801.07861328125]",0.8903335928916931,"[0.37265625, 0.6851851851851852]",0.798255456647722,34,broadcast,
38,13,"[1517.8350830078125, 493.3845520019531, 1564.506591796875, 584.0901489257812]",0.8788055181503296,"[0.80234375, 0.4986111111111111]",0.9334063684298836,13,broadcast,
38,3,"[1584.6654052734375, 454.56683349609375, 1625.6715087890625, 532.5020141601562]",0.7910981774330139,"[0.8356770833333333, 0.4564814814814815]",0.8817607807329502,28,broadcast,
38,6,"[1537.7940673828125, 453.6822509765625, 1575.2750244140625, 534.955810546875]",0.6782072186470032,"[0.8104166666666667, 0.45694444444444443]",0.8810082442665104,34,broadcast,
38,2,"[379.4708557128906, 515.2589721679688, 416.605224609375, 613.962158203125]",0.6286934614181519,"[0.20703125, 0.5222222222222223]",0.8786531013469914,38,broadcast,
39,7,"[880.687744140625, 591.5090942382812, 947.94091796875, 694.6564331054688]",0.9276089668273926,"[0.47578125, 0.5949074074074074]",0.9223392426607134,35,broadcast,
39,14,"[1464.1268310546875, 691.6016235351562, 1540.75830078125, 810.8728637695312]",0.9164640307426453,"[0.7822916666666667, 0.6949074074074074]",0.9387529742843139,15,broadcast,
39,11,"[1327.9166259765625, 482.5587158203125, 1396.6234130859375, 565.9563598632812]",0.9161684513092041,"[0.7091145833333333, 0.4847222222222222]",0.9231142057286742,34,broadcast,
39,5,"[697.3018798828125, 678.559814453125, 748.1627197265625, 792.1708984375]",0.910643458366394,"[0.3763020833333333, 0.6805555555555556]",0.7817373936683857,35,broadcast,
39,0,"[1585.5714111328125, 559.052001953125, 1652.7659912109375, 666.1648559570312]",0.9101763963699341,"[0.84296875, 0.5671296296296297]",0.8932566750818137,30,broadcast,
39,12,"[957.2574462890625, 544.6513061523438, 1006.4044189453125, 631.7554931640625]",0.8919714689254761,"[0.5111979166666667, 0.5439814814814815]",0.9723219578392426,32,broadcast,
39,1,"[1012.1001586914062, 529.1126708984375, 1073.6058349609375, 622.4635620117188]",0.8684675693511963,"[0.54296875, 0.5328703703703703]",0.9218502701875243,36,broadcast,
39,3,"[1584.586669921875, 455.4161682128906, 1614.2318115234375, 533.445068359375]",0.8624307513237,"[0.8328125, 0.45740740740740743]",0.8733304825199125,29,broadcast,
39,2,"[390.4687805175781, 517.4221801757812, 427.290283203125, 615.2457275390625]",0.807166337966919,"[0.21276041666666667, 0.524074074074074]",0.9757515564230181,39,broadcast,
39,13,"[1521.6285400390625, 493.0688781738281, 1564.9608154296875, 584.2665405273438]",0.8019184470176697,"[0.8033854166666666, 0.4986111111111111]",0.8352125637561205,14,broadcast,
39,6,"[1535.7857666015625, 458.27490234375, 1577.783935546875, 535.7706298828125]",0.7101706266403198,"[0.8104166666666667, 0.4597222222222222]",0.8857008938670422,35,broadcast,
40,7,"[883.7666015625, 592.322265625, 948.1058349609375, 696.1441650390625]",0.9252538681030273,"[0.47682291666666665, 0.5962962962962963]",0.9600859724682305,36,broadcast,
40,11,"[1333.44287109375, 483.494384765625, 1398.0947265625, 568.2747802734375]",0.9204833507537842,"[0.7111979166666667, 0.48657407407407405]",0.9388753147313158,35,broadcast,
40,0,"[1577.354736328125, 559.3200073242188, 1657.0740966796875, 661.2105102539062]",0.9193180203437805,"[0.8421875, 0.5648148148148148]",0.8591006290190607,31,broadcast,
40,1,"[1020.6934204101562, 527.9485473632812, 1079.000732421875, 622.59912109375]",0.9185888171195984,"[0.5466145833333333, 0.5319444444444444]",0.957064764151664,37,broadcast,
40,5,"[697.6813354492188, 677.0658569335938, 752.8695068359375, 788.4534912109375]",0.9177666902542114,"[0.37734375, 0.6782407407407407]",0.8836502552165804,36,broadcast,
40,14,"[1464.961669921875, 694.2342529296875, 1532.745849609375, 812.4479370117188]",0.9132720232009888,"[0.7802083333333333, 0.6972222222222222]",0.9571926237183079,16,broadcast,
40,12,"[968.5504760742188, 543.4645385742188, 1013.3701171875, 630.3735961914062]",0.9092305302619934,"[0.5158854166666667, 0.5430555555555555]",0.9717544316644756,33,broadcast,
40,13,"[1576.5919189453125, 453.0568542480469, 1617.76025390625, 534.9207153320312]",0.8747843503952026,"[0.8315104166666667, 0.45694444444444443]",0.7797525403058277,15,broadcast,
40,6,"[1517.611572265625, 494.96539306640625, 1561.400146484375, 584.781005859375]",0.8523952960968018,"[0.8015625, 0.49907407407407406]",0.9331954260273032,36,broadcast,
40,3,"[1544.3800048828125, 457.7135925292969, 1573.7259521484375, 535.0985107421875]",0.7060838341712952,"[0.81171875, 0.45925925925925926]",0.9444604039506658,30,broadcast,
41,7,"[885.926513671875, 592.1370849609375, 947.3331298828125, 695.6738891601562]",0.9230710864067078,"[0.47708333333333336, 0.5958333333333333]",0.887387784236365,37,broadcast,
41,14,"[1460.027099609375, 694.3079223632812, 1541.2208251953125, 813.0737915039062]",0.9198659658432007,"[0.7815104166666667, 0.6976851851851852]",0.8643959903868794,17,broadcast,
41,11,"[1336.08740234375, 485.10516357421875, 1393.0009765625, 567.305419921875]",0.9115679264068604,"[0.7106770833333333, 0.48703703703703705]",0.8884675836539405,36,broadcast,
41,5,"[700.4037475585938, 676.9964599609375, 752.636962890625, 788.6318359375]",0.9110021591186523,"[0.378125, 0.6777777777777778]",0.9679502138547008,37,broadcast,
41,1,"[1023.9812622070312, 527.55126953125, 1082.973388671875, 620.7385864257812]",0.9081252217292786,"[0.5481770833333334, 0.5310185185185186]",0.9683044604901265,38,broadcast,
41,0,"[1577.299072265625, 560.51806640625, 1658.23974609375, 659.011962890625]",0.9062910079956055,"[0.8424479166666666, 0.5643518518518519]",0.8632348347116209,32,broadcast,
41,12,"[978.8267211914062, 543.0016479492188, 1022.3424682617188, 629.7277221679688]",0.9053276777267456,"[0.5208333333333334, 0.5425925925925926]",0.9811966399091411,34,broadcast,
41,6,"[1510.4345703125, 492.9925231933594, 1569.399658203125, 584.0303344726562]",0.9041222333908081,"[0.8018229166666667, 0.4981481481481482]",0.8864865010864765,37,broadcast,
41,13,"[1572.8563232421875, 451.91876220703125, 1620.5574951171875, 532.8299560546875]",0.8593681454658508,"[0.83125, 0.4550925925925926]",0.9179232609326115,16,broadcast,
41,3,"[1543.31396484375, 458.9495849609375, 1575.79248046875, 535.4899291992188]",0.6569451689720154,"[0.8119791666666667, 0.4597222222222222]",0.8868263005942671,31,broadcast,
41,10,"[1541.61083984375, 398.7539367675781, 1580.27685546875, 470.80364990234375]",0.4655294418334961,"[0.8127604166666667, 0.40185185185185185]",0.785890324804381,33,broadcast,
41,2,"[412.72296142578125, 521.0486450195312, 451.2537536621094, 616.2887573242188]",0.4043031930923462,"[0.22473958333333333, 0.5263888888888889]",0.9603100596891188,40,broadcast,
42,7,"[889.64501953125, 591.7380981445312, 942.0620727539062, 696.447509765625]",0.9132952690124512,"[0.47682291666666665, 0.5958333333333333]",0.7900878220881691,38,broadcast,
42,14,"[1459.4703369140625, 693.25244140625, 1527.6474609375, 814.3265991210938]",0.9131801724433899,"[0.7776041666666667, 0.6976851851851852]",0.7845487992434783,18,broadcast,
42,0,"[1579.6182861328125, 562.5115966796875, 1646.9908447265625, 661.4887084960938]",0.908595085144043,"[0.83984375, 0.5662037037037037]",0.8518899865911407,33,broadcast,
42,5,"[704.467529296875, 677.1201782226562, 755.145751953125, 790.6437377929688]",0.9039098620414734,"[0.37994791666666666, 0.6791666666666667]",0.9063922341611599,38,broadcast,
42,1,"[1028.3492431640625, 526.47509765625, 1085.7122802734375, 618.4530029296875]",0.8977512121200562,"[0.5502604166666667, 0.5296296296296297]",0.9823902133141471,39,broadcast,
42,6,"[1506.8436279296875, 492.6684265136719, 1573.855224609375, 583.3298950195312]",0.894512414932251,"[0.8018229166666667, 0.4976851851851852]",0.8858533052351365,38,broadcast,
42,12,"[989.2137451171875, 542.467041015625, 1030.08984375, 631.1891479492188]",0.8904272317886353,"[0.52578125, 0.5430555555555555]",0.9805150179196823,35,broadcast,
42,11,"[1344.7071533203125, 487.635498046875, 1393.7724609375, 567.9234008789062]",0.828446626663208,"[0.7127604166666667, 0.487962962962963]",0.7868173527336279,37,broadcast,
42,10,"[1341.601318359375, 485.403076171875, 1387.01318359375, 557.9945068359375]",0.8138082027435303,"[0.7104166666666667, 0.4824074074074074]",0.7391709741876201,34,broadcast,
42,3,"[1538.9715576171875, 465.6334533691406, 1583.9678955078125, 549.1961669921875]",0.7216479778289795,"[0.8127604166666667, 0.46944444444444444]",0.8654301382005146,32,broadcast,
42,13,"[1573.3956298828125, 455.83428955078125, 1619.2261962890625, 521.8982543945312]",0.4337674081325531,"[0.83125, 0.45185185185185184]",0.958969288137591,17,broadcast,
43,14,"[1463.2354736328125, 690.661376953125, 1521.6607666015625, 813.9776000976562]",0.9277915954589844,"[0.7770833333333333, 0.6958333333333333]",0.8144543335082377,19,broadcast,
43,5,"[711.0736083984375, 674.5379028320312, 759.140625, 789.159912109375]",0.9233831167221069,"[0.3828125, 0.6773148148148148]",0.8568420264097636,39,broadcast,
43,7,"[896.6475219726562, 590.4415283203125, 939.7882690429688, 696.879638671875]",0.9150014519691467,"[0.4778645833333333, 0.5953703703703703]",0.7887112921337227,39,broadcast,
43,0,"[1581.75439453125, 563.6591186523438, 1644.718505859375, 665.3262329101562]",0.9126265048980713,"[0.83984375, 0.5685185185185185]",0.8444927638019074,34,broadcast,
43,6,"[1504.551025390625, 493.6778869628906, 1575.6226806640625, 576.5224609375]",0.9100844860076904,"[0.8018229166666667, 0.4949074074074074]",0.982217184506998,39,broadcast,
43,11,"[1345.4140625, 487.6572265625, 1402.84130859375, 569.3416748046875]",0.8936173915863037,"[0.7153645833333333, 0.4888888888888889]",0.8859546179909639,38,broadcast,
43,12,"[998.3296508789062, 543.0267333984375, 1041.8577880859375, 629.93994140625]",0.8877745270729065,"[0.5309895833333333, 0.5425925925925926]",0.9786661665702343,36,broadcast,
43,1,"[1028.9232177734375, 526.1641845703125, 1091.8564453125, 611.031005859375]",0.8855205774307251,"[0.5518229166666667, 0.5263888888888889]",0.9710705133873547,40,broadcast,
43,3,"[1545.733642578125, 476.54132080078125, 1594.236083984375, 550.8233642578125]",0.8353164792060852,"[0.8174479166666667, 0.475]",0.9512400169579164,33,broadcast,
43,10,"[1535.6173095703125, 464.96881103515625, 1582.4388427734375, 550.3523559570312]",0.7244853377342224,"[0.81171875, 0.46944444444444444]",0.6671616087726007,35,broadcast,
43,2,"[1566.966064453125, 454.8790283203125, 1597.7347412109375, 521.1476440429688]",0.4805832803249359,"[0.8236979166666667, 0.4513888888888889]",0.6878970936833234,41,broadcast,
43,13,"[1567.7713623046875, 447.885498046875, 1603.4996337890625, 515.90625]",0.37673068046569824,"[0.8255208333333334, 0.44537037037037036]",0.948150740726736,18,broadcast,
44,14,"[1466.7232666015625, 689.509765625, 1527.2052001953125, 815.0571899414062]",0.9219980835914612,"[0.7794270833333333, 0.6962962962962963]",0.8139354455472705,20,broadcast,
44,7,"[899.3695678710938, 589.6408081054688, 945.8816528320312, 697.6966552734375]",0.9157212972640991,"[0.48020833333333335, 0.5953703703703703]",0.8783511473308261,40,broadcast,
44,5,"[716.6837768554688, 670.6913452148438, 764.6146850585938, 788.3274536132812]",0.9130616784095764,"[0.3854166666666667, 0.675]",0.9174945158338608,40,broadcast,
44,11,"[1346.4224853515625, 486.0282287597656, 1409.9710693359375, 571.3772583007812]",0.9113798141479492,"[0.7174479166666666, 0.48935185185185187]",0.9862464245759898,39,broadcast,
44,0,"[1578.25927734375, 565.4248046875, 1632.908935546875, 666.8370361328125]",0.8859080076217651,"[0.8359375, 0.5699074074074074]",0.8754343558478817,35,broadcast,
44,12,"[1009.03857421875, 541.8063354492188, 1050.26953125, 628.631103515625]",0.880470335483551,"[0.5361979166666667, 0.5412037037037037]",0.9782472626526817,37,broadcast,
44,1,"[1040.33056640625, 527.55517578125, 1094.8526611328125, 593.7164916992188]",0.8688313961029053,"[0.5557291666666667, 0.5185185185185185]",0.9632998231515081,41,broadcast,
44,3,"[1554.687744140625, 474.56268310546875, 1602.967529296875, 550.5697631835938]",0.7545763850212097,"[0.821875, 0.4740740740740741]",0.9125793956304885,34,broadcast,
44,6,"[1537.83740234375, 466.6678161621094, 1580.2457275390625, 545.2103271484375]",0.7438294291496277,"[0.81171875, 0.46805555555555556]",0.9423076458417856,40,broadcast,
44,2,"[1565.8096923828125, 447.58868408203125, 1595.911865234375, 525.16943359375]",0.647077202796936,"[0.8229166666666666, 0.45]",0.8803646173271138,42,broadcast,
44,10,"[1536.614990234375, 471.494384765625, 1599.207763671875, 550.369140625]",0.5878608226776123,"[0.81640625, 0.4726851851851852]",0.8551755213389892,36,broadcast,
44,13,"[1566.5731201171875, 445.1324157714844, 1604.2664794921875, 515.9405517578125]",0.30295464396476746,"[0.8255208333333334, 0.4444444444444444]",0.9372956078718884,19,broadcast,
44,15,"[1510.6729736328125, 493.76275634765625, 1572.470703125, 578.1959838867188]",0.8853120803833008,"[0.8026041666666667, 0.49583333333333335]",0.0,1,broadcast,
44,16,"[1564.92333984375, 404.24945068359375, 1594.71826171875, 482.11981201171875]",0.3621489405632019,"[0.8223958333333333, 0.4101851851851852]",0.0,1,broadcast,
45,7,"[903.6182250976562, 589.6885986328125, 953.3734741210938, 698.0011596679688]",0.9162333011627197,"[0.48333333333333334, 0.5958333333333333]",0.9760689349553409,41,broadcast,
45,11,"[1347.304931640625, 485.8435363769531, 1417.158203125, 569.2275390625]",0.9147367477416992,"[0.7197916666666667, 0.487962962962963]",0.9585666901862664,40,broadcast,
45,14,"[1466.5382080078125, 688.153564453125, 1529.7777099609375, 809.4391479492188]",0.9130585789680481,"[0.7799479166666666, 0.6930555555555555]",0.7852088337171268,21,broadcast,
45,5,"[720.328369140625, 667.6660766601562, 768.807373046875, 784.6329345703125]",0.9029068946838379,"[0.3875, 0.6717592592592593]",0.9797536206986693,41,broadcast,
45,0,"[1577.3814697265625, 564.3378295898438, 1628.833740234375, 666.8560180664062]",0.8911792635917664,"[0.8346354166666666, 0.5694444444444444]",0.8994662627806562,36,broadcast,
45,15,"[1518.6611328125, 491.5096435546875, 1565.7716064453125, 584.98388671875]",0.888376772403717,"[0.8028645833333333, 0.4976851851851852]",0.8875885391250153,2,broadcast,
45,12,"[1018.9638061523438, 539.6781005859375, 1060.6923828125, 629.490234375]",0.869648814201355,"[0.5411458333333333, 0.5407407407407407]",0.9796586381554495,38,broadcast,
45,1,"[1044.6416015625, 526.0286865234375, 1088.47705078125, 593.0159912109375]",0.8288548588752747,"[0.5552083333333333, 0.5180555555555556]",0.9140627480629574,42,broadcast,
45,10,"[1539.18798828125, 468.91314697265625, 1598.3233642578125, 543.2847290039062]",0.782063364982605,"[0.8169270833333333, 0.46805555555555556]",0.8564258246006275,37,broadcast,
45,6,"[1552.77001953125, 460.3440856933594, 1599.44580078125, 540.9013061523438]",0.604654848575592,"[0.8205729166666667, 0.46296296296296297]",0.9450741262663953,41,broadcast,
45,16,"[453.1546325683594, 527.770751953125, 495.3002014160156, 617.7655029296875]",0.3642371892929077,"[0.246875, 0.5296296296296297]",0.6058066939180959,2,broadcast,
46,11,"[1345.296630859375, 487.4581604003906, 1421.6751708984375, 570.3384399414062]",0.9193254113197327,"[0.7203125, 0.48935185185185187]",0.8610137462258206,41,broadcast,
46,14,"[1453.60107421875, 689.427978515625, 1531.434326171875, 808.0037841796875]",0.9182897210121155,"[0.7770833333333333, 0.6930555555555555]",0.7861514977317718,22,broadcast,
46,15,"[1579.8929443359375, 562.8491821289062, 1636.0477294921875, 669.43359375]",0.914655864238739,"[0.8372395833333334, 0.5699074074074074]",0.8814248940790552,3,broadcast,
46,7,"[905.1567993164062, 590.1932373046875, 957.5659790039062, 696.5293579101562]",0.9141510128974915,"[0.48489583333333336, 0.5953703703703703]",0.9776333763594105,42,broadcast,
46,5,"[724.453125, 665.8121337890625, 770.1630859375, 776.3703002929688]",0.9036667943000793,"[0.3890625, 0.6671296296296296]",0.9764567223285132,42,broadcast,
46,12,"[1027.7645263671875, 537.9492797851562, 1076.2255859375, 629.5743408203125]",0.8774591684341431,"[0.54765625, 0.5398148148148149]",0.9792678835169881,39,broadcast,
46,0,"[1513.1785888671875, 492.5899658203125, 1558.842529296875, 586.465576171875]",0.8143866062164307,"[0.7997395833333333, 0.49907407407407406]",0.8389222334144515,37,broadcast,
46,10,"[1549.0247802734375, 457.8501892089844, 1595.3746337890625, 538.0838623046875]",0.7894514799118042,"[0.81875, 0.46064814814814814]",0.8757455333422782,38,broadcast,
46,1,"[1047.2769775390625, 525.1979370117188, 1088.40576171875, 602.9115600585938]",0.7790955901145935,"[0.5559895833333334, 0.5217592592592593]",0.8095343381720076,43,broadcast,
46,6,"[1542.6031494140625, 466.7947082519531, 1584.63134765625, 537.652099609375]",0.7767350673675537,"[0.8140625, 0.46435185185185185]",0.8519507791447886,42,broadcast,
47,15,"[1580.912841796875, 562.265625, 1642.64794921875, 671.1264038085938]",0.9265681505203247,"[0.8390625, 0.5708333333333333]",0.9612844013284663,4,broadcast,
47,14,"[1448.919189453125, 690.576904296875, 1531.570068359375, 808.9996948242188]",0.9263021349906921,"[0.77578125, 0.6935185185185185]",0.8824609491810954,23,broadcast,
47,7,"[908.33642578125, 592.3693237304688, 959.7352294921875, 693.91650390625]",0.92038893699646,"[0.4861979166666667, 0.5949074074074074]",0.9789331298570921,43,broadcast,
47,11,"[1346.4605712890625, 489.59600830078125, 1424.3726806640625, 574.385009765625]",0.9153080582618713,"[0.7213541666666666, 0.49212962962962964]",0.8858989429241944,42,broadcast,
47,5,"[728.0546264648438, 665.450927734375, 773.5438842773438, 776.9971313476562]",0.9113453030586243,"[0.39088541666666665, 0.6671296296296296]",0.9165370963787687,43,broadcast,
47,10,"[1545.6317138671875, 459.7823181152344, 1598.814697265625, 545.5507202148438]",0.8843449354171753,"[0.8184895833333333, 0.4648148148148148]",0.8831614523842103,39,broadcast,
47,0,"[1509.3160400390625, 495.30902099609375, 1562.1500244140625, 586.2738037109375]",0.8733803033828735,"[0.7997395833333333, 0.500462962962963]",0.8587543335658421,38,broadcast,
47,12,"[1035.932373046875, 534.8719482421875, 1087.3377685546875, 630.931884765625]",0.8693304061889648,"[0.5526041666666667, 0.5388888888888889]",0.9828162310176055,40,broadcast,
48,14,"[1448.418701171875, 692.850341796875, 1524.6220703125, 812.4541625976562]",0.9300525188446045,"[0.7739583333333333, 0.6962962962962963]",0.9594334525551896,24,broadcast,
48,15,"[1576.3143310546875, 561.9407958984375, 1646.3924560546875, 665.7701416015625]",0.9136613607406616,"[0.8390625, 0.5675925925925925]",0.8636812436747894,5,broadcast,
48,7,"[911.906982421875, 595.5315551757812, 960.0626220703125, 694.586669921875]",0.9095063209533691,"[0.48723958333333334, 0.5967592592592592]",0.9040548519824716,44,broadcast,
48,0,"[1513.785888671875, 494.5881042480469, 1566.1234130859375, 587.3232421875]",0.896186351776123,"[0.8018229166666667, 0.500462962962963]",0.7834603709904457,39,broadcast,
48,5,"[730.9905395507812, 665.69921875, 774.9234008789062, 778.3528442382812]",0.8925000429153442,"[0.39166666666666666, 0.6680555555555555]",0.8849906766096456,44,broadcast,
48,10,"[1544.3695068359375, 458.1585388183594, 1600.7996826171875, 551.7235717773438]",0.880992591381073,"[0.81875, 0.4671296296296296]",0.8853151188125596,40,broadcast,
48,11,"[1351.87646484375, 497.080810546875, 1420.3861083984375, 575.0804443359375]",0.8778174519538879,"[0.7216145833333333, 0.4962962962962963]",0.9799243572721519,43,broadcast,
48,12,"[1042.0833740234375, 540.697265625, 1097.961669921875, 631.8912963867188]",0.866882860660553,"[0.55703125, 0.5421296296296296]",0.9506080310395785,41,broadcast,
48,6,"[1346.292236328125, 491.4412536621094, 1414.4825439453125, 548.6367797851562]",0.7690941095352173,"[0.71875, 0.4810185185185185]",0.7614517908415918,43,broadcast,
48,1,"[1037.7694091796875, 533.4879760742188, 1090.624267578125, 620.2854614257812]",0.7555558085441589,"[0.55390625, 0.5337962962962963]",0.8548979298454192,44,broadcast,
48,16,"[484.5968017578125, 530.5800170898438, 527.5455322265625, 621.3032836914062]",0.5814868807792664,"[0.26328125, 0.5328703703703703]",0.7492314154891297,3,broadcast,
49,14,"[1448.4962158203125, 695.1859130859375, 1514.85986328125, 813.236572265625]",0.9285807609558105,"[0.7713541666666667, 0.6981481481481482]",0.9585615026015102,25,broadcast,
49,15,"[1570.91943359375, 562.408447265625, 1647.7109375, 665.9115600585938]",0.9199850559234619,"[0.8377604166666667, 0.5680555555555555]",0.7866032391169129,6,broadcast,
49,5,"[735.7635498046875, 666.1746826171875, 779.2200317382812, 780.6967163085938]",0.9036770462989807,"[0.39427083333333335, 0.6694444444444444]",0.9434400820782742,45,broadcast,
49,7,"[913.7109375, 598.1099853515625, 961.7252197265625, 694.6228637695312]",0.9022318720817566,"[0.48802083333333335, 0.5981481481481481]",0.9049352261815802,45,broadcast,
49,12,"[1051.5966796875, 542.0621337890625, 1106.6099853515625, 633.263916015625]",0.8974250555038452,"[0.56171875, 0.5439814814814815]",0.9481837790963472,42,broadcast,
49,10,"[1544.3521728515625, 462.2544250488281, 1592.6751708984375, 536.7434692382812]",0.890500545501709,"[0.8166666666666667, 0.462037037037037]",0.880591556923102,41,broadcast,
49,0,"[1512.55810546875, 495.5755920410156, 1570.4549560546875, 584.2723999023438]",0.8894269466400146,"[0.8026041666666667, 0.49953703703703706]",0.8489670142940188,40,broadcast,
49,11,"[1354.7786865234375, 501.91314697265625, 1412.3345947265625, 576.96533203125]",0.8277366161346436,"[0.7203125, 0.4986111111111111]",0.965838620531634,44,broadcast,
49,6,"[1345.048828125, 492.9258728027344, 1404.539794921875, 553.763916015625]",0.7588014006614685,"[0.7158854166666667, 0.4837962962962963]",0.9653006327605697,44,broadcast,
49,1,"[1039.4853515625, 539.2564697265625, 1083.0450439453125, 616.066650390625]",0.747271716594696,"[0.5526041666666667, 0.5347222222222222]",0.9502847523653561,45,broadcast,
49,16,"[104.48684692382812, 602.5267333984375, 130.38995361328125, 654.6834106445312]",0.3202768564224243,"[0.0609375, 0.5814814814814815]",0.5964436341893176,4,broadcast,
50,14,"[1448.239501953125, 695.8372192382812, 1505.2607421875, 814.4628295898438]",0.9200538992881775,"[0.7690104166666667, 0.6986111111111111]",0.9710516402079714,26,broadcast,
50,5,"[739.9554443359375, 665.208251953125, 779.4588012695312, 778.4053344726562]",0.9090009331703186,"[0.3953125, 0.6680555555555555]",0.8955914448733358,46,broadcast,
50,15,"[1572.9755859375, 566.1941528320312, 1644.667236328125, 668.0714721679688]",0.9068180918693542,"[0.8375, 0.5712962962962963]",0.8255436748584917,7,broadcast,
