frame,player_id,bbox,confidence,position,match_similarity,track_length,view,original_tacticam_id
10,9,"[1661.9388427734375, 452.78753662109375, 1711.1260986328125, 536.1920776367188]",0.9118945002555847,"[0.878125, 0.45740740740740743]",0.9230821009312933,6,broadcast,
10,4,"[1536.424560546875, 722.026611328125, 1631.145751953125, 847.5027465820312]",0.9116482734680176,"[0.8247395833333333, 0.7263888888888889]",0.7856943206543759,6,broadcast,
10,0,"[829.7666015625, 571.5562133789062, 878.5508422851562, 665.76416015625]",0.9004700779914856,"[0.44453125, 0.5722222222222222]",0.8917198182894303,11,broadcast,
10,8,"[1762.8985595703125, 593.6627807617188, 1830.3128662109375, 704.698486328125]",0.9000867009162903,"[0.9354166666666667, 0.600462962962963]",0.9756092087976992,6,broadcast,
10,2,"[1498.242919921875, 432.8167419433594, 1538.047119140625, 518.341064453125]",0.8985379338264465,"[0.790625, 0.4398148148148148]",0.9681021243673331,11,broadcast,
10,5,"[623.9905395507812, 752.7314453125, 667.0455932617188, 882.287353515625]",0.8944726586341858,"[0.3359375, 0.7564814814814815]",0.797295277695682,6,broadcast,
10,7,"[849.5597534179688, 614.0852661132812, 907.7023315429688, 729.1783447265625]",0.8819858431816101,"[0.45729166666666665, 0.6217592592592592]",0.8711139303559272,6,broadcast,
10,10,"[1586.421142578125, 569.56494140625, 1649.5819091796875, 670.285400390625]",0.8763935565948486,"[0.8424479166666666, 0.5736111111111111]",0.8292895254818817,6,broadcast,
10,1,"[920.255859375, 578.2886962890625, 959.1567993164062, 670.3958740234375]",0.8631173968315125,"[0.48932291666666666, 0.5777777777777777]",0.893977833124074,8,broadcast,
10,6,"[1565.933837890625, 498.755126953125, 1596.2978515625, 589.588134765625]",0.8630402684211731,"[0.8231770833333333, 0.5032407407407408]",0.8951461773704812,6,broadcast,
11,2,"[1499.4493408203125, 433.26373291015625, 1547.1175537109375, 519.2063598632812]",0.9268084168434143,"[0.7932291666666667, 0.44074074074074077]",0.9774578803156095,12,broadcast,
11,11,"[1258.9967041015625, 466.5457763671875, 1328.5262451171875, 560.255859375]",0.9257209897041321,"[0.6734375, 0.475]",0.9837964256866867,6,broadcast,
11,4,"[1536.0523681640625, 719.6260986328125, 1625.5601806640625, 846.9592895507812]",0.9157811999320984,"[0.8231770833333333, 0.7245370370370371]",0.8115230643576326,7,broadcast,
11,9,"[1655.91650390625, 452.88262939453125, 1719.299560546875, 532.5048217773438]",0.9149947762489319,"[0.8786458333333333, 0.45555555555555555]",0.8243033426716273,7,broadcast,
11,8,"[1778.6942138671875, 596.9780883789062, 1834.3582763671875, 704.6285400390625]",0.904672384262085,"[0.940625, 0.6018518518518519]",0.9803503417704267,7,broadcast,
11,0,"[834.48486328125, 570.4077758789062, 879.709716796875, 662.6797485351562]",0.9024192690849304,"[0.44609375, 0.5703703703703704]",0.8878824056744492,12,broadcast,
11,5,"[628.896484375, 749.3331909179688, 672.0987548828125, 878.5097045898438]",0.8994535803794861,"[0.3385416666666667, 0.7532407407407408]",0.7972688718833724,7,broadcast,
11,6,"[1561.5821533203125, 496.4898376464844, 1596.033447265625, 576.2835083007812]",0.8947885632514954,"[0.8221354166666667, 0.4962962962962963]",0.8740241131929046,7,broadcast,
11,7,"[852.693603515625, 610.434814453125, 916.9544677734375, 721.6774291992188]",0.8939254283905029,"[0.46041666666666664, 0.6162037037037037]",0.8848086238307733,7,broadcast,
11,10,"[1592.0555419921875, 566.7838134765625, 1647.785888671875, 670.589599609375]",0.8854153156280518,"[0.8434895833333333, 0.5722222222222222]",0.7878899564279946,7,broadcast,
11,1,"[933.6353759765625, 574.3848266601562, 966.4308471679688, 672.54833984375]",0.8244457244873047,"[0.49453125, 0.5768518518518518]",0.9067218499150913,9,broadcast,
11,3,"[1554.6082763671875, 408.44476318359375, 1589.7440185546875, 449.619873046875]",0.470137357711792,"[0.8184895833333333, 0.39675925925925926]",0.8503022642196053,7,broadcast,
11,12,"[916.479736328125, 573.3902587890625, 965.4534912109375, 670.0164184570312]",0.34486567974090576,"[0.48984375, 0.575462962962963]",0.6823232246991877,4,broadcast,
12,4,"[1534.7601318359375, 717.2296142578125, 1635.0733642578125, 843.77783203125]",0.9292099475860596,"[0.8252604166666667, 0.7222222222222222]",0.824193127685599,8,broadcast,
12,5,"[632.7764892578125, 745.4993286132812, 686.1896362304688, 878.5232543945312]",0.9163651466369629,"[0.34322916666666664, 0.7513888888888889]",0.8838831942040234,8,broadcast,
12,11,"[1266.1085205078125, 469.0616455078125, 1336.47119140625, 561.1453857421875]",0.9101171493530273,"[0.6776041666666667, 0.47685185185185186]",0.9786204801868983,7,broadcast,
12,7,"[853.2894287109375, 609.9768676757812, 926.495361328125, 717.3358764648438]",0.9086828827857971,"[0.46328125, 0.6138888888888889]",0.8949150800088337,8,broadcast,
12,0,"[827.8694458007812, 568.9589233398438, 881.7097778320312, 662.4659423828125]",0.9081701636314392,"[0.44479166666666664, 0.5694444444444444]",0.8822678786153612,13,broadcast,
12,2,"[1503.817138671875, 430.6077575683594, 1552.2086181640625, 518.081787109375]",0.9051020741462708,"[0.7955729166666666, 0.4388888888888889]",0.9315539335583398,13,broadcast,
12,3,"[1649.2119140625, 453.0644836425781, 1721.452880859375, 532.7672729492188]",0.8991541266441345,"[0.8776041666666666, 0.45601851851851855]",0.8519287497037656,8,broadcast,
12,12,"[937.9757080078125, 571.4290161132812, 981.979248046875, 671.3952026367188]",0.896530270576477,"[0.49947916666666664, 0.575]",0.9742146198711688,5,broadcast,
12,8,"[1788.497802734375, 597.975830078125, 1834.2034912109375, 705.5988159179688]",0.8921337723731995,"[0.9432291666666667, 0.6027777777777777]",0.9852231185330719,8,broadcast,
12,6,"[1557.5504150390625, 495.8788146972656, 1610.09619140625, 585.8428955078125]",0.8898547291755676,"[0.8247395833333333, 0.5]",0.78371713999834,8,broadcast,
12,10,"[1596.008056640625, 567.1122436523438, 1641.45263671875, 671.9786987304688]",0.881861686706543,"[0.84296875, 0.5731481481481482]",0.7882025486792374,8,broadcast,
13,4,"[1535.7657470703125, 715.37548828125, 1642.26318359375, 841.3319091796875]",0.9302377700805664,"[0.82734375, 0.7203703703703703]",0.899361777534316,9,broadcast,
13,5,"[635.3256225585938, 743.926025390625, 693.7999877929688, 865.169677734375]",0.9195693731307983,"[0.3458333333333333, 0.7444444444444445]",0.9334766607336716,9,broadcast,
13,2,"[1502.7205810546875, 431.6575012207031, 1554.11474609375, 517.2026977539062]",0.9119760394096375,"[0.7958333333333333, 0.4388888888888889]",0.9216122171866813,14,broadcast,
13,3,"[1651.468505859375, 453.2304382324219, 1716.891357421875, 535.51123046875]",0.9057159423828125,"[0.8768229166666667, 0.45740740740740743]",0.8834418673675308,9,broadcast,
13,11,"[1268.4967041015625, 471.1937561035156, 1339.923583984375, 564.1270141601562]",0.8945671916007996,"[0.67890625, 0.4791666666666667]",0.9622639723539521,8,broadcast,
13,6,"[1551.5797119140625, 494.00860595703125, 1622.4049072265625, 587.8683471679688]",0.8940699100494385,"[0.8263020833333333, 0.500462962962963]",0.8655402265662369,9,broadcast,
13,7,"[857.9498291015625, 606.5209350585938, 927.024169921875, 717.7547607421875]",0.8922492265701294,"[0.46458333333333335, 0.6125]",0.979451800293279,9,broadcast,
13,12,"[825.6461791992188, 568.8359985351562, 894.9336547851562, 661.7382202148438]",0.8876497745513916,"[0.44765625, 0.5689814814814815]",0.8185408184386181,6,broadcast,
13,1,"[939.985107421875, 569.6036376953125, 985.46044921875, 661.24951171875]",0.8820713758468628,"[0.5010416666666667, 0.5694444444444444]",0.9276569626996087,10,broadcast,
13,10,"[1598.7593994140625, 563.7063598632812, 1652.8472900390625, 673.1365966796875]",0.8797518610954285,"[0.8463541666666666, 0.5722222222222222]",0.7852568528635376,9,broadcast,
13,0,"[73.0938720703125, 508.5517578125, 110.27474212646484, 614.0975952148438]",0.8216111660003662,"[0.04765625, 0.5194444444444445]",0.6189807544191718,14,broadcast,
13,8,"[1796.4566650390625, 598.42529296875, 1841.447509765625, 706.0794067382812]",0.7855560183525085,"[0.9471354166666667, 0.6037037037037037]",0.9836009408459334,9,broadcast,
13,9,"[1587.6866455078125, 409.58807373046875, 1621.3736572265625, 451.41558837890625]",0.504615068435669,"[0.8354166666666667, 0.39814814814814814]",0.7423460945130166,8,broadcast,
14,4,"[1536.8250732421875, 715.5983276367188, 1642.8504638671875, 835.83984375]",0.9295167326927185,"[0.8276041666666667, 0.7175925925925926]",0.9588105044118913,10,broadcast,
14,2,"[1504.5201416015625, 433.4149475097656, 1553.6260986328125, 518.9575805664062]",0.9148639440536499,"[0.79609375, 0.44027777777777777]",0.8852598586467602,15,broadcast,
14,5,"[637.1213989257812, 741.3828735351562, 694.7941284179688, 863.2369995117188]",0.9083868265151978,"[0.34661458333333334, 0.7425925925925926]",0.9544565252810837,10,broadcast,
14,10,"[1598.5850830078125, 555.0554809570312, 1664.5213623046875, 673.7880249023438]",0.905080258846283,"[0.8494791666666667, 0.5685185185185185]",0.865504019823315,10,broadcast,
14,7,"[859.4625244140625, 605.6943969726562, 917.7887573242188, 720.1887817382812]",0.8996824622154236,"[0.4625, 0.6134259259259259]",0.886047596488228,10,broadcast,
14,6,"[1545.5390625, 493.68914794921875, 1624.07373046875, 585.6051635742188]",0.8976552486419678,"[0.8252604166666667, 0.49907407407407406]",0.864964236259536,10,broadcast,
14,1,"[948.216796875, 566.367919921875, 987.0911865234375, 660.7542114257812]",0.895504891872406,"[0.50390625, 0.5675925925925925]",0.9583197760482951,11,broadcast,
14,11,"[1268.3489990234375, 472.88525390625, 1340.003173828125, 565.1508178710938]",0.894132673740387,"[0.6791666666666667, 0.48009259259259257]",0.9662493905174556,9,broadcast,
14,12,"[830.997802734375, 568.185302734375, 893.3734130859375, 665.3269653320312]",0.8881990313529968,"[0.44869791666666664, 0.5708333333333333]",0.7867107038763645,7,broadcast,
14,8,"[1805.29443359375, 595.851318359375, 1853.197021484375, 705.4313354492188]",0.8833461999893188,"[0.9526041666666667, 0.6018518518518519]",0.9661185125954043,10,broadcast,
14,3,"[1664.8128662109375, 454.1769104003906, 1697.7161865234375, 537.1859130859375]",0.8618969917297363,"[0.8752604166666667, 0.4587962962962963]",0.9089745515084287,10,broadcast,
14,0,"[86.87787628173828, 509.627197265625, 124.91730499267578, 614.55908203125]",0.8479799628257751,"[0.0546875, 0.5199074074074074]",0.8681616265530498,15,broadcast,
15,4,"[1534.9659423828125, 715.45166015625, 1639.933349609375, 837.4229736328125]",0.9345433712005615,"[0.8263020833333333, 0.7185185185185186]",0.8611896684876227,11,broadcast,
15,10,"[1598.480712890625, 560.3770751953125, 1672.165283203125, 665.55029296875]",0.9142580032348633,"[0.8515625, 0.5671296296296297]",0.9648172389038753,11,broadcast,
15,11,"[1270.7806396484375, 473.0054626464844, 1338.5401611328125, 564.2890014648438]",0.9120939373970032,"[0.6791666666666667, 0.48009259259259257]",0.984726263705254,10,broadcast,
15,5,"[637.584716796875, 739.7720947265625, 690.7142333984375, 866.1005859375]",0.9060649275779724,"[0.3455729166666667, 0.7430555555555556]",0.8886163399599016,11,broadcast,
15,3,"[1663.2513427734375, 454.2380676269531, 1700.7205810546875, 536.7385864257812]",0.9040575623512268,"[0.87578125, 0.4583333333333333]",0.8839729792669672,11,broadcast,
15,12,"[837.8644409179688, 568.6586303710938, 894.9343872070312, 665.0889282226562]",0.8985529541969299,"[0.45078125, 0.5708333333333333]",0.8362917804433557,8,broadcast,
15,2,"[1511.6434326171875, 434.8481140136719, 1554.892578125, 522.2904663085938]",0.8949671983718872,"[0.7981770833333334, 0.4425925925925926]",0.8896596242608199,16,broadcast,
15,6,"[1555.1923828125, 494.6477355957031, 1624.69189453125, 584.7072143554688]",0.889584481716156,"[0.8278645833333333, 0.49907407407407406]",0.786110017424563,11,broadcast,
15,1,"[956.796630859375, 565.16162109375, 998.1958618164062, 660.1819458007812]",0.8855148553848267,"[0.5088541666666667, 0.5671296296296297]",0.9677638402828044,12,broadcast,
15,7,"[863.400146484375, 610.7591552734375, 914.47998046875, 719.6449584960938]",0.882001519203186,"[0.4627604166666667, 0.6152777777777778]",0.8147354116774392,11,broadcast,
15,8,"[1811.859375, 595.200439453125, 1861.162353515625, 704.0996704101562]",0.8472074270248413,"[0.95625, 0.6013888888888889]",0.9677319817718739,11,broadcast,
16,4,"[1534.2777099609375, 716.7044677734375, 1629.476806640625, 837.2825317382812]",0.9337530732154846,"[0.8236979166666667, 0.7189814814814814]",0.876905131064948,12,broadcast,
16,10,"[1597.789306640625, 561.2836303710938, 1677.47900390625, 662.9862670898438]",0.912532389163971,"[0.8526041666666667, 0.5662037037037037]",0.982659025103082,12,broadcast,
16,5,"[642.2977294921875, 737.532958984375, 690.9840698242188, 864.4385986328125]",0.9053406715393066,"[0.346875, 0.7412037037037037]",0.7869062179338107,12,broadcast,
16,11,"[1278.3753662109375, 473.2350769042969, 1336.0316162109375, 564.2022094726562]",0.9028856754302979,"[0.6807291666666667, 0.48009259259259257]",0.8880861762861011,11,broadcast,
16,3,"[1658.3096923828125, 452.6611633300781, 1713.7401123046875, 537.8624877929688]",0.9025894999504089,"[0.8778645833333333, 0.45787037037037037]",0.8739706132637342,12,broadcast,
16,12,"[837.5425415039062, 568.3417358398438, 898.8828735351562, 665.6494750976562]",0.897822916507721,"[0.4518229166666667, 0.5708333333333333]",0.9375425948921484,9,broadcast,
16,2,"[1522.6021728515625, 437.74951171875, 1557.503173828125, 524.0722045898438]",0.8934484720230103,"[0.8018229166666667, 0.4449074074074074]",0.9656128432795454,17,broadcast,
16,1,"[962.8046264648438, 563.7645874023438, 1008.7780151367188, 661.5740356445312]",0.8851003646850586,"[0.5130208333333334, 0.5666666666666667]",0.9728735181376377,13,broadcast,
16,8,"[1812.8255615234375, 593.3970947265625, 1871.635009765625, 701.968505859375]",0.8767308592796326,"[0.9591145833333333, 0.5990740740740741]",0.9679882283279692,12,broadcast,
16,7,"[870.1323852539062, 615.7666625976562, 910.9235229492188, 719.3323364257812]",0.8650020956993103,"[0.4635416666666667, 0.6175925925925926]",0.9115478892497643,12,broadcast,
16,6,"[1562.273193359375, 494.4326477050781, 1615.82568359375, 590.7094116210938]",0.8614659905433655,"[0.82734375, 0.5018518518518519]",0.7862342052398505,12,broadcast,
17,4,"[1534.4781494140625, 715.7659301757812, 1619.978515625, 840.9644775390625]",0.9387239217758179,"[0.82109375, 0.7199074074074074]",0.9753733159080807,13,broadcast,
