frame,view,player_id,bbox,confidence,position,match_similarity,aligned_position
2,broadcast,44,"[1369.0709228515625, 663.1398315429688, 1455.1070556640625, 803.7271728515625]",0.7054756879806519,"[0.7354166666666667, 0.6787037037037037]",0.5143636052249295,
2,tacticam,44,"[443.8377685546875, 208.33251953125, 482.59625244140625, 265.2852783203125]",0.9241502285003662,"[0.24088541666666666, 0.21898148148148147]",0.5143636052249295,"[0.6837612639547936, 0.7609594867980791]"
2,broadcast,45,"[1177.341552734375, 494.4264221191406, 1236.4061279296875, 563.3626708984375]",0.5709526538848877,"[0.6283854166666667, 0.48935185185185187]",0.6439243144496822,
2,tacticam,45,"[937.7786865234375, 268.1607971191406, 960.693603515625, 326.9674987792969]",0.9098311066627502,"[0.4940104166666667, 0.275]",0.6439243144496822,"[0.5569423509885276, 0.5348460122856913]"
2,broadcast,46,"[1261.3355712890625, 473.19378662109375, 1325.70458984375, 574.8592529296875]",0.4699491858482361,"[0.6734375, 0.4847222222222222]",0.5744753894975474,
2,tacticam,46,"[766.3594360351562, 396.535400390625, 804.0797119140625, 455.68414306640625]",0.9345380663871765,"[0.4088541666666667, 0.3939814814814815]",0.5744753894975474,"[0.7024091336400886, 0.5191108607263919]"
2,broadcast,47,"[914.9108276367188, 378.8562927246094, 999.799072265625, 467.1869201660156]",0.38390302658081055,"[0.4981770833333333, 0.3912037037037037]",0.6561589423995655,
2,tacticam,47,"[1133.41748046875, 347.4063415527344, 1167.4381103515625, 405.55535888671875]",0.907355010509491,"[0.5989583333333334, 0.34814814814814815]",0.6561589423995655,"[0.5415981122704592, 0.40784494485576783]"
2,tacticam,48,"[333.6092834472656, 800.6044921875, 379.0986328125, 876.8514404296875]",0.9219365119934082,"[0.18541666666666667, 0.7759259259259259]",0.0,"[1.1361210205488375, 0.4313619336544451]"
2,tacticam,49,"[1708.3685302734375, 320.8210144042969, 1753.1883544921875, 383.0437316894531]",0.9217380285263062,"[0.9013020833333333, 0.32546296296296295]",0.0,"[0.32329206788633097, 0.1974433484352472]"
2,tacticam,50,"[312.280517578125, 526.16455078125, 358.2779235839844, 591.4097900390625]",0.9207125902175903,"[0.17447916666666666, 0.5171296296296296]",0.0,"[0.9503756268282346, 0.6118994660251645]"
2,tacticam,51,"[896.7589111328125, 576.594482421875, 928.665771484375, 639.4349975585938]",0.9142284989356995,"[0.475, 0.5625]",0.0,"[0.7840449878383663, 0.3575269826309739]"
2,tacticam,52,"[730.9193725585938, 347.9093933105469, 772.1468505859375, 402.37713623046875]",0.9131988286972046,"[0.39114583333333336, 0.34675925925925927]",0.0,"[0.6789822779238143, 0.5637729897878042]"
2,tacticam,53,"[287.8623962402344, 443.6313171386719, 317.7364196777344, 511.4447937011719]",0.9130581617355347,"[0.15729166666666666, 0.44166666666666665]",0.0,"[0.9055376846426714, 0.6749837578573126]"
2,tacticam,54,"[360.4436950683594, 376.2312927246094, 400.109375, 432.3547668457031]",0.9124861359596252,"[0.19791666666666666, 0.37407407407407406]",0.0,"[0.8280622349093282, 0.689704623558908]"
2,tacticam,55,"[845.2890014648438, 240.45281982421875, 877.0989990234375, 292.0295104980469]",0.9088858962059021,"[0.4484375, 0.2462962962962963]",0.0,"[0.5658881547666154, 0.5879568956767715]"
2,tacticam,56,"[1134.8057861328125, 481.2030944824219, 1168.5162353515625, 543.7652587890625]",0.908091127872467,"[0.5994791666666667, 0.4740740740740741]",0.0,"[0.635176669164593, 0.32357950842258815]"
2,tacticam,57,"[930.02294921875, 201.78314208984375, 962.286865234375, 247.50558471679688]",0.8978812098503113,"[0.49270833333333336, 0.2074074074074074]",0.0,"[0.5073937652278708, 0.5808393992398393]"
2,tacticam,58,"[1304.60498046875, 810.3722534179688, 1327.9434814453125, 888.990966796875]",0.8964030742645264,"[0.68515625, 0.7861111111111111]",0.0,"[0.8108505304236691, 0.05183262332234073]"
2,tacticam,59,"[1662.8914794921875, 462.84521484375, 1699.764892578125, 524.6456909179688]",0.8946086168289185,"[0.8752604166666667, 0.4564814814814815]",0.0,"[0.4383618772769282, 0.12959823391417952]"
2,tacticam,60,"[459.7328796386719, 74.53104400634766, 497.4150695800781, 118.67342376708984]",0.8768858909606934,"[0.24895833333333334, 0.08888888888888889]",0.0,"[0.5813507390411599, 0.8415903680898225]"
2,tacticam,61,"[1019.3036499023438, 145.72068786621094, 1048.4169921875, 193.88063049316406]",0.8733455538749695,"[0.53828125, 0.15648148148148147]",0.0,"[0.4390539114242314, 0.5807683568790097]"
2,tacticam,62,"[1474.02734375, 224.5626983642578, 1501.7740478515625, 273.18157958984375]",0.8643227815628052,"[0.7747395833333334, 0.2300925925925926]",0.0,"[0.3364583018187792, 0.3553680907490076]"
2,tacticam,63,"[884.5046997070312, 149.29248046875, 917.2725219726562, 196.127197265625]",0.7991992831230164,"[0.46901041666666665, 0.1597222222222222]",0.0,"[0.48761114726335997, 0.6302774025061111]"
2,tacticam,64,"[562.6875, 94.33589172363281, 585.631591796875, 142.0847625732422]",0.7646833062171936,"[0.2986979166666667, 0.10925925925925926]",0.0,"[0.5634139383460245, 0.7909223375377804]"
2,tacticam,65,"[897.453369140625, 157.31295776367188, 933.324462890625, 204.779296875]",0.6533066034317017,"[0.4765625, 0.16712962962962963]",0.0,"[0.4881058704819813, 0.6197105251949144]"
3,broadcast,66,"[927.495849609375, 363.6727600097656, 1014.024169921875, 466.9973449707031]",0.35483604669570923,"[0.50546875, 0.3837962962962963]",0.6088372833404925,
3,tacticam,66,"[357.37841796875, 374.09637451171875, 403.6295471191406, 430.4930419921875]",0.9152699112892151,"[0.19791666666666666, 0.37222222222222223]",0.6088372833404925,"[0.5637591055839912, 0.35978729637984985]"
3,broadcast,67,"[167.11978149414062, 249.9261932373047, 215.65065002441406, 346.3953857421875]",0.3338239789009094,"[0.09947916666666666, 0.27546296296296297]",0.5744470777981905,
3,tacticam,67,"[1135.01513671875, 348.6530456542969, 1164.8778076171875, 405.5955505371094]",0.9093217849731445,"[0.5986979166666667, 0.3486111111111111]",0.5744470777981905,"[0.16670325808382633, 0.30037560657565726]"
3,tacticam,68,"[762.7105102539062, 398.1559143066406, 804.961181640625, 454.3345947265625]",0.9358567595481873,"[0.4078125, 0.39444444444444443]",0.0,"[0.36293560792479457, 0.2948256861849438]"
3,tacticam,69,"[328.2432861328125, 798.2127685546875, 379.42340087890625, 874.2821044921875]",0.930526077747345,"[0.18411458333333333, 0.774074074074074]",0.0,"[0.6600028422386157, -0.03061320502333509]"
3,tacticam,70,"[439.2216796875, 206.52915954589844, 484.50146484375, 263.852783203125]",0.9181755781173706,"[0.24036458333333333, 0.21712962962962962]",0.0,"[0.4902885851388801, 0.5028174349239927]"
3,tacticam,71,"[1709.5579833984375, 321.3326110839844, 1753.5413818359375, 384.0782775878906]",0.9171125888824463,"[0.9015625, 0.3263888888888889]",0.0,"[-0.13424781913542722, 0.25976486761736767]"
3,tacticam,72,"[937.833251953125, 267.5043029785156, 963.8038330078125, 327.59906005859375]",0.9158006906509399,"[0.4947916666666667, 0.275]",0.0,"[0.2532275198152628, 0.3938028863172013]"
3,tacticam,73,"[285.0345458984375, 441.52825927734375, 318.4407653808594, 509.73101806640625]",0.9147630929946899,"[0.15703125, 0.4398148148148148]",0.0,"[0.6176852091856567, 0.3020607754407046]"
3,tacticam,74,"[303.0593566894531, 525.8333740234375, 350.5251159667969, 590.424560546875]",0.9134750962257385,"[0.17005208333333333, 0.5162037037037037]",0.0,"[0.6206710702019163, 0.22462764893553858]"
3,tacticam,75,"[841.6456298828125, 239.7857666015625, 872.154296875, 291.9518737792969]",0.9128645658493042,"[0.44609375, 0.24537037037037038]",0.0,"[0.294781637753729, 0.4328241282505212]"
3,tacticam,76,"[1135.5684814453125, 482.2565002441406, 1163.538818359375, 543.8185424804688]",0.9084577560424805,"[0.5984375, 0.47453703703703703]",0.0,"[0.19288501050686205, 0.17720124854119892]"
3,tacticam,77,"[890.8060913085938, 575.5419921875, 930.6073608398438, 640.1991577148438]",0.9079803228378296,"[0.4739583333333333, 0.5625]",0.0,"[0.3328079359937311, 0.11675192505079537]"
3,tacticam,78,"[729.3310546875, 348.68280029296875, 770.2622680664062, 402.68756103515625]",0.9065239429473877,"[0.39036458333333335, 0.3472222222222222]",0.0,"[0.37028711149872895, 0.3446285321158172]"
3,tacticam,79,"[1301.9986572265625, 810.6119384765625, 1330.206787109375, 889.058349609375]",0.9055455327033997,"[0.68515625, 0.7865740740740741]",0.0,"[0.17226957189489578, -0.14600496701668914]"
3,tacticam,80,"[1015.8270263671875, 145.58349609375, 1046.4462890625, 193.14102172851562]",0.8928837776184082,"[0.53671875, 0.15648148148148147]",0.0,"[0.18779691764098572, 0.5011497812316617]"
3,tacticam,81,"[1664.9014892578125, 462.9149169921875, 1698.8221435546875, 523.5800170898438]",0.8928825855255127,"[0.8755208333333333, 0.45601851851851855]",0.0,"[-0.08207462114451675, 0.13827426430956444]"
3,tacticam,82,"[929.5830688476562, 202.5432586669922, 957.9662475585938, 247.81585693359375]",0.8803099989891052,"[0.49114583333333334, 0.20787037037037037]",0.0,"[0.24297390807773506, 0.4602449115816507]"
3,tacticam,83,"[1475.0159912109375, 225.08148193359375, 1501.907958984375, 272.65997314453125]",0.8782575726509094,"[0.775, 0.2300925925925926]",0.0,"[-0.030223372854940422, 0.38005600470847767]"
3,tacticam,84,"[561.9342041015625, 93.43183135986328, 588.9321899414062, 142.25784301757812]",0.8671008944511414,"[0.29921875, 0.1087962962962963]",0.0,"[0.4103905906390024, 0.5967122405313128]"
3,tacticam,85,"[458.3854064941406, 74.3486099243164, 495.0650939941406, 118.24674987792969]",0.849077582359314,"[0.24817708333333333, 0.08888888888888889]",0.0,"[0.45623995432435804, 0.6267021130792847]"
3,tacticam,86,"[881.7652587890625, 149.03041076660156, 917.8560791015625, 196.08082580566406]",0.8353537917137146,"[0.46822916666666664, 0.1597222222222222]",0.0,"[0.25548635513562207, 0.5120798076443487]"
3,tacticam,87,"[900.2766723632812, 157.04864501953125, 926.6442260742188, 203.60879516601562]",0.5793415904045105,"[0.47552083333333334, 0.16666666666666666]",0.0,"[0.24978070482962336, 0.5037828644719864]"
4,broadcast,88,"[944.3644409179688, 362.5769348144531, 1026.5269775390625, 437.4624938964844]",0.5605654120445251,"[0.5130208333333334, 0.3699074074074074]",0.6329525325464055,
4,tacticam,88,"[727.6416015625, 348.4973449707031, 763.501708984375, 401.5152587890625]",0.8918590545654297,"[0.3880208333333333, 0.34675925925925927]",0.6329525325464055,"[0.45417130524640725, 0.34893082020257293]"
4,broadcast,89,"[464.085205078125, 268.5114440917969, 524.5843505859375, 369.8755187988281]",0.5349785685539246,"[0.25729166666666664, 0.2949074074074074]",0.6951309271837717,
4,tacticam,89,"[1134.8800048828125, 348.635009765625, 1159.275146484375, 405.5064697265625]",0.894932746887207,"[0.5971354166666667, 0.3486111111111111]",0.6951309271837717,"[0.25086653927661107, 0.2999460220308824]"
4,tacticam,90,"[324.0450439453125, 796.5433959960938, 376.4219055175781, 868.2584838867188]",0.9339458346366882,"[0.18229166666666666, 0.7703703703703704]",0.0,"[0.7501714377508786, -0.017340643375312936]"
4,tacticam,91,"[1013.1472778320312, 144.8826141357422, 1044.10595703125, 192.43231201171875]",0.9293978214263916,"[0.5356770833333333, 0.15555555555555556]",0.0,"[0.2671827371242706, 0.5018899646356838]"
4,tacticam,92,"[934.0191650390625, 267.0838623046875, 966.154541015625, 327.2716064453125]",0.9236404895782471,"[0.4947916666666667, 0.275]",0.0,"[0.33396313336785394, 0.39475000345313105]"
4,tacticam,93,"[300.9532470703125, 525.361083984375, 344.1736755371094, 589.2503051757812]",0.9227716326713562,"[0.16770833333333332, 0.5157407407407407]",0.0,"[0.7069288828572947, 0.234013694846069]"
4,tacticam,94,"[837.8193969726562, 240.7119140625, 874.175537109375, 289.781982421875]",0.9222687482833862,"[0.44557291666666665, 0.2449074074074074]",0.0,"[0.3751232537351617, 0.4351714578041932]"
4,tacticam,95,"[285.8837890625, 440.5990905761719, 320.3976745605469, 505.40625]",0.9178240299224854,"[0.15755208333333334, 0.4375]",0.0,"[0.6991704802406247, 0.31252847125509886]"
4,tacticam,96,"[436.6888122558594, 206.13836669921875, 484.3768005371094, 261.560546875]",0.916494607925415,"[0.23958333333333334, 0.2162037037037037]",0.0,"[0.5693252488452458, 0.5096106688653883]"
4,tacticam,97,"[885.9299926757812, 574.149169921875, 931.0134887695312, 638.4526977539062]",0.9162906408309937,"[0.47291666666666665, 0.5611111111111111]",0.0,"[0.4198268384126228, 0.12095170601098207]"
4,tacticam,98,"[354.8603210449219, 373.2547302246094, 404.0435485839844, 429.5096740722656]",0.9148808121681213,"[0.19739583333333333, 0.3712962962962963]",0.0,"[0.645417134489095, 0.36803552142592677]"
4,tacticam,99,"[1295.0823974609375, 811.43115234375, 1334.36328125, 889.1561279296875]",0.9137420654296875,"[0.6846354166666667, 0.7870370370370371]",0.0,"[0.26454092929837414, -0.14691699230520944]"
4,tacticam,100,"[1711.0279541015625, 322.2528991699219, 1750.8284912109375, 384.9346618652344]",0.9135016202926636,"[0.9013020833333333, 0.32685185185185184]",0.0,"[-0.05036656952017715, 0.25251775367492146]"
4,tacticam,101,"[763.3407592773438, 398.4430236816406, 800.8900146484375, 454.6792907714844]",0.9100577235221863,"[0.40703125, 0.39444444444444443]",0.0,"[0.446409862067009, 0.2981860389166254]"
4,tacticam,102,"[1475.7034912109375, 223.8131103515625, 1504.7630615234375, 272.374267578125]",0.9080023765563965,"[0.77578125, 0.22916666666666666]",0.0,"[0.049877865983042, 0.3760043041814413]"
4,tacticam,103,"[1662.8726806640625, 462.61944580078125, 1696.8592529296875, 522.9451904296875]",0.9032033681869507,"[0.8744791666666667, 0.45555555555555555]",0.0,"[0.004803012743978485, 0.13318448338387373]"
4,tacticam,104,"[1132.4263916015625, 482.1849365234375, 1156.73828125, 543.708251953125]",0.8981665372848511,"[0.5958333333333333, 0.47453703703703703]",0.0,"[0.28054661481000465, 0.17756086215583555]"
4,tacticam,105,"[561.1040649414062, 92.86729431152344, 590.5639038085938, 141.66526794433594]",0.8905487656593323,"[0.29973958333333334, 0.10787037037037037]",0.0,"[0.4862778188341756, 0.6015781081780602]"
4,tacticam,106,"[928.3436889648438, 201.39524841308594, 955.5831909179688, 248.03765869140625]",0.8846879005432129,"[0.4903645833333333, 0.20787037037037037]",0.0,"[0.3231301930264177, 0.4611475459122493]"
4,tacticam,107,"[878.63916015625, 147.5214080810547, 914.5303955078125, 194.67234802246094]",0.828235387802124,"[0.4666666666666667, 0.15787037037037038]",0.0,"[0.3349359980120621, 0.5152050543914718]"
4,tacticam,108,"[456.2130432128906, 71.8817367553711, 494.6957702636719, 118.1213150024414]",0.7953000664710999,"[0.24739583333333334, 0.0875]",0.0,"[0.5326759014102942, 0.6332330933517774]"
4,tacticam,109,"[901.636962890625, 158.9293670654297, 926.8641357421875, 206.2412567138672]",0.7442489266395569,"[0.47578125, 0.1685185185185185]",0.0,"[0.3284588819887536, 0.5027750239673019]"
5,broadcast,110,"[1555.6259765625, 709.1171875, 1640.887939453125, 840.3419189453125]",0.927844226360321,"[0.83203125, 0.7171296296296297]",0.5763351087526289,
5,tacticam,110,"[834.574462890625, 241.02685546875, 874.3936767578125, 289.6241455078125]",0.9340078234672546,"[0.44479166666666664, 0.24537037037037038]",0.5763351087526289,"[0.7161673720951214, 0.6555168292410631]"
5,broadcast,111,"[599.637939453125, 752.2280883789062, 659.7191162109375, 886.7128295898438]",0.9259259700775146,"[0.32760416666666664, 0.7583333333333333]",0.7000369738607626,
5,tacticam,111,"[1715.72314453125, 323.37335205078125, 1743.7518310546875, 383.79852294921875]",0.7252407073974609,"[0.9005208333333333, 0.32685185185185184]",0.7000369738607626,"[0.25826201230107654, 0.7237149717890662]"
5,broadcast,112,"[1215.6357421875, 455.11260986328125, 1279.744873046875, 549.92333984375]",0.9126046299934387,"[0.6494791666666667, 0.4648148148148148]",0.7424184579997654,
5,tacticam,112,"[763.5061645507812, 398.7327575683594, 796.2568359375, 456.031494140625]",0.9027307033538818,"[0.40598958333333335, 0.39537037037037037]",0.7424184579997654,"[0.7050770435209341, 0.5009768464433305]"
5,broadcast,113,"[877.8240966796875, 575.2448120117188, 934.323486328125, 671.0701904296875]",0.8988498449325562,"[0.47161458333333334, 0.5768518518518518]",0.6992664086007744,
5,tacticam,113,"[1134.846435546875, 348.8192138671875, 1156.3096923828125, 405.6946105957031]",0.8891102075576782,"[0.5963541666666666, 0.3486111111111111]",0.6992664086007744,"[0.539584638650275, 0.6060357196729347]"
5,broadcast,114,"[815.6640014648438, 554.0873413085938, 863.6438598632812, 645.8484497070312]",0.8970860838890076,"[0.43697916666666664, 0.5550925925925926]",0.6701559473762707,
5,tacticam,114,"[1128.5228271484375, 481.62506103515625, 1156.3392333984375, 543.30322265625]",0.9131163358688354,"[0.5947916666666667, 0.4740740740740741]",0.6701559473762707,"[0.5010310868435934, 0.4866329553632866]"
5,broadcast,115,"[1650.28857421875, 440.8294372558594, 1712.750244140625, 520.6703491210938]",0.8965871930122375,"[0.8755208333333333, 0.4444444444444444]",0.7386019545463477,
5,tacticam,115,"[286.8751220703125, 438.95855712890625, 319.5998229980469, 502.4798583984375]",0.924773633480072,"[0.15755208333333334, 0.4351851851851852]",0.7386019545463477,"[0.9278224328362075, 0.38396871670964355]"
5,broadcast,116,"[1467.5059814453125, 417.7174987792969, 1515.7994384765625, 502.5224304199219]",0.8898849487304688,"[0.7765625, 0.425462962962963]",0.6215431754944302,
5,tacticam,116,"[301.1900329589844, 521.6823120117188, 344.2398681640625, 589.212890625]",0.9180490374565125,"[0.16796875, 0.5138888888888888]",0.6215431754944302,"[0.8928365032983392, 0.3127032646624129]"
